,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure_months,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_montly_charge,monthly_rate_validation,contract_type.1,phone_service.1,internet_service.1,tenure_month_ages,Phone,Internet,Services
689,1020-JPQOW,Female,No,Yes,No,2,2,0,Electronic check,$90.55,"$5,116.60",No,56.51,True,False,True,True,True,1,2016-11-11,$90.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,57,False,False,Phone and Internet
692,1024-GUALD,Female,No,Yes,No,0,1,0,Electronic check,$24.80,$24.80,Yes,1.0,True,True,False,True,False,1,2021-06-26,$24.80,TRUE,Month-to-Month,No Phone Service,DSL,1,False,True,Internet
694,1024-VRZHF,Male,No,Yes,No,2,2,0,Electronic check,$74.95,$825.70,Yes,11.02,False,True,True,True,True,1,2020-08-25,$74.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,11,False,False,Phone and Internet
695,1025-FALIX,Female,No,No,No,1,2,0,Credit card (automatic),$69.05,"$1,815.65",No,26.29,True,False,True,True,True,0,2019-05-19,$69.05,TRUE,Month-to-Month,One Line,Fiber Optic,26,False,False,Phone and Internet
697,1028-FFNJK,Male,Yes,Yes,No,2,2,0,Electronic check,$101.50,"$2,917.65",No,28.75,False,False,True,True,True,1,2019-03-05,$101.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,29,False,False,Phone and Internet
698,1029-QFBEN,Male,No,No,No,1,0,0,Mailed check,$19.55,$19.55,Yes,1.0,False,True,True,False,False,0,2021-06-26,$19.55,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
699,1031-IIDEO,Female,No,No,No,1,2,0,Electronic check,$70.85,$70.85,Yes,1.0,True,True,True,True,True,0,2021-06-26,$70.85,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
701,1035-IPQPU,Female,Yes,Yes,No,2,2,0,Electronic check,$103.50,"$6,479.40",No,62.6,True,False,True,True,True,1,2016-05-09,$103.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,63,False,False,Phone and Internet
702,1036-GUDCL,Male,No,Yes,Yes,1,1,0,Credit card (automatic),$79.05,"$4,663.40",No,58.99,False,False,True,True,True,3,2016-08-27,$79.05,TRUE,Month-to-Month,One Line,DSL,59,False,False,Phone and Internet
703,1038-RQOST,Male,No,Yes,Yes,1,0,0,Mailed check,$20.60,$414.95,No,20.14,False,False,True,False,False,3,2019-11-22,$20.60,TRUE,Month-to-Month,One Line,No Internet Service,20,True,False,Phone
705,1041-RXHRA,Female,No,No,No,1,2,0,Bank transfer (automatic),$70.25,"$2,868.05",Yes,40.83,True,True,True,True,True,0,2018-03-03,$70.25,TRUE,Month-to-Month,One Line,Fiber Optic,41,False,False,Phone and Internet
709,1045-LTCYT,Female,No,Yes,Yes,1,0,0,Credit card (automatic),$21.05,$139.75,No,6.64,True,False,True,False,False,3,2021-01-06,$21.05,TRUE,Month-to-Month,One Line,No Internet Service,7,True,False,Phone
710,1047-NNCBF,Male,No,No,No,1,2,0,Credit card (automatic),$70.55,"$1,493.55",No,21.17,False,False,True,True,True,0,2019-10-22,$70.55,TRUE,Month-to-Month,One Line,Fiber Optic,21,False,False,Phone and Internet
712,1049-FYSYG,Female,No,Yes,No,0,1,0,Credit card (automatic),$35.65,$646.05,No,18.12,True,False,False,True,False,1,2020-01-22,$35.65,TRUE,Month-to-Month,No Phone Service,DSL,18,False,True,Internet
713,1051-EQPZR,Female,No,Yes,Yes,1,0,0,Mailed check,$19.60,$780.25,No,39.81,True,False,True,False,False,3,2018-04-03,$19.60,TRUE,Month-to-Month,One Line,No Internet Service,40,True,False,Phone
714,1051-GEJLJ,Female,No,No,No,1,0,0,Mailed check,$19.50,$27.55,No,1.41,True,False,True,False,False,0,2021-06-14,$19.50,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
717,1057-FOGLZ,Female,No,No,No,1,0,0,Mailed check,$19.65,$391.70,No,19.93,True,False,True,False,False,0,2019-11-28,$19.65,TRUE,Month-to-Month,One Line,No Internet Service,20,True,False,Phone
719,1061-PNTHC,Female,No,Yes,Yes,2,2,0,Mailed check,$109.60,"$5,953.00",No,54.32,True,False,True,True,True,3,2017-01-16,$109.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,54,False,False,Phone and Internet
720,1062-LHZOD,Male,No,Yes,Yes,1,2,0,Mailed check,$69.90,$69.90,Yes,1.0,False,True,True,True,True,3,2021-06-26,$69.90,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
723,1066-JKSGK,Male,No,No,No,1,0,0,Mailed check,$20.15,$20.15,Yes,1.0,False,True,True,False,False,0,2021-06-26,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
725,1069-XAIEM,Female,Yes,No,No,2,2,0,Electronic check,$85.05,$85.05,Yes,1.0,True,True,True,True,True,0,2021-06-26,$85.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,1,False,False,Phone and Internet
727,1074-AMIOH,Female,No,Yes,Yes,1,2,0,Bank transfer (automatic),$108.25,"$5,935.10",No,54.83,True,False,True,True,True,3,2017-01-01,$108.25,TRUE,Month-to-Month,One Line,Fiber Optic,55,False,False,Phone and Internet
729,1075-BGWOH,Male,Yes,Yes,No,2,2,0,Electronic check,$98.75,"$1,587.55",Yes,16.08,False,True,True,True,True,1,2020-03-25,$98.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,16,False,False,Phone and Internet
730,1077-HUUJM,Female,No,No,Yes,1,2,0,Electronic check,$71.05,$472.65,No,6.65,True,False,True,True,True,2,2021-01-05,$71.05,TRUE,Month-to-Month,One Line,Fiber Optic,7,False,False,Phone and Internet
731,1078-TDCRN,Female,Yes,Yes,No,0,1,0,Electronic check,$30.75,$82.85,No,2.69,True,False,False,True,False,1,2021-05-06,$30.75,TRUE,Month-to-Month,No Phone Service,DSL,3,False,True,Internet
734,1084-UQCHV,Male,No,No,Yes,1,2,0,Bank transfer (automatic),$69.75,$69.75,Yes,1.0,False,True,True,True,True,2,2021-06-26,$69.75,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
736,1086-LXKFY,Female,No,Yes,Yes,1,2,0,Mailed check,$69.10,$69.10,Yes,1.0,True,True,True,True,True,3,2021-06-26,$69.10,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
738,1087-UDSIH,Female,No,No,No,1,0,0,Mailed check,$19.60,$59.75,Yes,3.05,True,True,True,False,False,0,2021-04-25,$19.60,TRUE,Month-to-Month,One Line,No Internet Service,3,True,False,Phone
741,1089-HDMKP,Male,Yes,No,Yes,1,1,0,Electronic check,$54.55,$601.25,No,11.02,False,False,True,True,True,2,2020-08-25,$54.55,TRUE,Month-to-Month,One Line,DSL,11,False,False,Phone and Internet
746,1092-GANHU,Male,No,No,No,1,2,0,Electronic check,$76.65,"$1,313.55",Yes,17.14,False,True,True,True,True,0,2020-02-21,$76.65,TRUE,Month-to-Month,One Line,Fiber Optic,17,False,False,Phone and Internet
750,1095-JUDTC,Female,Yes,No,No,2,2,0,Electronic check,$95.05,"$4,504.55",Yes,47.39,True,True,True,True,True,0,2017-08-15,$95.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,47,False,False,Phone and Internet
753,1097-FSPVW,Female,No,No,No,1,1,0,Credit card (automatic),$54.55,"$2,455.05",No,45.01,True,False,True,True,True,0,2017-10-27,$54.55,TRUE,Month-to-Month,One Line,DSL,45,False,False,Phone and Internet
755,1098-TDVUQ,Female,No,No,No,1,0,0,Bank transfer (automatic),$19.25,$19.25,No,1.0,True,False,True,False,False,0,2021-06-26,$19.25,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
758,1100-DDVRV,Male,No,Yes,No,0,1,0,Mailed check,$49.80,$836.35,No,16.79,False,False,False,True,False,1,2020-03-03,$49.80,TRUE,Month-to-Month,No Phone Service,DSL,17,False,True,Internet
759,1101-SSWAG,Female,No,Yes,No,2,1,0,Electronic check,$51.10,$711.15,No,13.92,True,False,True,True,True,1,2020-05-29,$51.10,TRUE,Month-to-Month,Two or More Lines,DSL,14,False,False,Phone and Internet
760,1104-FEJAM,Male,No,Yes,Yes,2,1,0,Electronic check,$64.40,"$1,802.15",No,27.98,False,False,True,True,True,3,2019-03-28,$64.40,TRUE,Month-to-Month,Two or More Lines,DSL,28,False,False,Phone and Internet
761,1104-TNLZA,Male,Yes,Yes,No,2,2,0,Electronic check,$105.80,"$2,998.00",No,28.34,False,False,True,True,True,1,2019-03-18,$105.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,28,False,False,Phone and Internet
763,1110-KYLGQ,Female,No,No,No,2,2,0,Credit card (automatic),$108.25,"$6,780.10",No,62.63,True,False,True,True,True,0,2016-05-08,$108.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,63,False,False,Phone and Internet
764,1112-CUNAO,Female,Yes,No,No,2,2,0,Electronic check,$89.85,"$1,424.95",Yes,15.86,True,True,True,True,True,0,2020-03-31,$89.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,16,False,False,Phone and Internet
766,1114-CENIM,Male,No,No,Yes,2,1,0,Credit card (automatic),$55.00,"$3,092.65",Yes,56.23,False,True,True,True,True,2,2016-11-19,$55.00,TRUE,Month-to-Month,Two or More Lines,DSL,56,False,False,Phone and Internet
769,1120-BMWUB,Female,No,No,No,1,1,0,Mailed check,$53.90,$834.15,Yes,15.48,True,True,True,True,True,0,2020-04-12,$53.90,TRUE,Month-to-Month,One Line,DSL,15,False,False,Phone and Internet
771,1122-JWTJW,Male,No,Yes,Yes,1,2,0,Mailed check,$70.65,$70.65,Yes,1.0,False,True,True,True,True,3,2021-06-26,$70.65,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
773,1125-SNVCK,Female,Yes,No,No,1,1,0,Mailed check,$43.80,"$2,106.05",No,48.08,True,False,True,True,True,0,2017-07-25,$43.80,TRUE,Month-to-Month,One Line,DSL,48,False,False,Phone and Internet
778,1134-YWTYF,Male,No,Yes,No,1,1,0,Electronic check,$53.80,"$1,389.85",No,25.83,False,False,True,True,True,1,2019-06-02,$53.80,TRUE,Month-to-Month,One Line,DSL,26,False,False,Phone and Internet
780,1135-LMECX,Female,No,No,No,1,0,0,Mailed check,$19.85,$19.85,No,1.0,True,False,True,False,False,0,2021-06-26,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
784,1140-UKVZG,Female,No,No,No,2,0,0,Mailed check,$24.80,$475.25,No,19.16,True,False,True,False,False,0,2019-12-22,$24.80,TRUE,Month-to-Month,Two or More Lines,No Internet Service,19,True,False,Phone
786,1142-WACZW,Male,No,No,No,0,1,0,Bank transfer (automatic),$29.85,$75.60,Yes,2.53,False,True,False,True,False,0,2021-05-10,$29.85,TRUE,Month-to-Month,No Phone Service,DSL,3,False,True,Internet
787,1143-NMNQJ,Female,No,No,No,2,2,0,Electronic check,$85.70,$169.80,Yes,1.98,True,True,True,True,True,0,2021-05-27,$85.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,2,False,False,Phone and Internet
792,1156-ZFYDO,Female,No,No,No,1,0,0,Electronic check,$19.75,$19.75,No,1.0,True,False,True,False,False,0,2021-06-26,$19.75,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
793,1157-BQCUW,Male,No,No,No,2,2,0,Electronic check,$74.95,$74.95,Yes,1.0,False,True,True,True,True,0,2021-06-26,$74.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,1,False,False,Phone and Internet
794,1159-WFSGR,Female,No,Yes,Yes,1,0,0,Electronic check,$20.40,$321.40,No,15.75,True,False,True,False,False,3,2020-04-03,$20.40,TRUE,Month-to-Month,One Line,No Internet Service,16,True,False,Phone
796,1163-ONYEY,Male,No,Yes,Yes,2,1,0,Credit card (automatic),$74.55,"$3,023.55",No,40.56,False,False,True,True,True,3,2018-03-11,$74.55,TRUE,Month-to-Month,Two or More Lines,DSL,41,False,False,Phone and Internet
801,1169-WCVAK,Male,No,Yes,No,2,2,0,Credit card (automatic),$88.80,"$1,672.35",No,18.83,False,False,True,True,True,1,2020-01-01,$88.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,19,False,False,Phone and Internet
802,1170-SASML,Female,No,Yes,No,2,2,0,Bank transfer (automatic),$85.40,"$5,869.40",No,68.73,True,False,True,True,True,1,2015-11-05,$85.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,69,False,False,Phone and Internet
803,1171-TYKUR,Male,No,Yes,No,2,0,0,Electronic check,$25.40,"$1,139.20",No,44.85,False,False,True,False,False,1,2017-10-31,$25.40,TRUE,Month-to-Month,Two or More Lines,No Internet Service,45,True,False,Phone
805,1173-NOEYG,Female,No,Yes,No,2,2,0,Bank transfer (automatic),$90.15,"$2,423.40",No,26.88,True,False,True,True,True,1,2019-05-01,$90.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,27,False,False,Phone and Internet
806,1173-XZPYF,Female,No,No,No,2,2,0,Electronic check,$89.20,$990.30,No,11.1,True,False,True,True,True,0,2020-08-23,$89.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,11,False,False,Phone and Internet
812,1184-PJVDB,Male,No,Yes,No,1,2,0,Electronic check,$79.95,$857.20,Yes,10.72,False,True,True,True,True,1,2020-09-03,$79.95,TRUE,Month-to-Month,One Line,Fiber Optic,11,False,False,Phone and Internet
814,1193-RTSLK,Female,No,No,No,1,2,0,Credit card (automatic),$83.90,"$3,233.60",Yes,38.54,True,True,True,True,True,0,2018-05-11,$83.90,TRUE,Month-to-Month,One Line,Fiber Optic,39,False,False,Phone and Internet
816,1194-HVAIF,Female,No,Yes,No,2,2,0,Credit card (automatic),$95.00,"$2,462.55",No,25.92,True,False,True,True,True,1,2019-05-30,$95.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,26,False,False,Phone and Internet
817,1194-SPVSP,Male,No,No,No,1,0,0,Bank transfer (automatic),$19.65,$19.65,No,1.0,False,False,True,False,False,0,2021-06-26,$19.65,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
818,1195-OIYEJ,Male,No,No,No,1,2,0,Electronic check,$91.10,"$1,135.70",Yes,12.47,False,True,True,True,True,0,2020-07-12,$91.10,TRUE,Month-to-Month,One Line,Fiber Optic,12,False,False,Phone and Internet
819,1196-AMORA,Male,No,No,No,2,2,0,Electronic check,$73.60,$520.00,Yes,7.07,False,True,True,True,True,0,2020-12-24,$73.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,7,False,False,Phone and Internet
820,1197-BVMVG,Female,Yes,No,No,2,2,0,Electronic check,$74.45,$294.45,No,3.96,True,False,True,True,True,0,2021-03-28,$74.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
821,1200-TUZHR,Female,Yes,No,No,2,2,0,Electronic check,$85.20,$695.75,No,8.17,True,False,True,True,True,0,2020-11-20,$85.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,8,False,False,Phone and Internet
822,1202-KKGFU,Female,No,Yes,No,1,1,0,Bank transfer (automatic),$54.20,$690.50,No,12.74,True,False,True,True,True,1,2020-07-04,$54.20,TRUE,Month-to-Month,One Line,DSL,13,False,False,Phone and Internet
823,1205-WNWPJ,Female,No,No,No,1,1,0,Mailed check,$59.50,$415.95,Yes,6.99,True,True,True,True,True,0,2020-12-26,$59.50,TRUE,Month-to-Month,One Line,DSL,7,False,False,Phone and Internet
827,1208-NBVFH,Male,No,Yes,Yes,1,1,0,Electronic check,$49.60,$939.80,No,18.95,False,False,True,True,True,3,2019-12-28,$49.60,TRUE,Month-to-Month,One Line,DSL,19,False,False,Phone and Internet
829,1212-GLHMD,Male,No,No,No,1,2,0,Mailed check,$86.05,$244.85,No,2.85,False,False,True,True,True,0,2021-05-01,$86.05,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
830,1213-NGCUN,Female,No,No,No,1,1,0,Bank transfer (automatic),$49.65,$267.35,Yes,5.38,True,True,True,True,True,0,2021-02-13,$49.65,TRUE,Month-to-Month,One Line,DSL,5,False,False,Phone and Internet
832,1215-FIGMP,Male,No,No,No,2,2,0,Bank transfer (automatic),$89.90,"$5,450.70",No,60.63,False,False,True,True,True,0,2016-07-08,$89.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,61,False,False,Phone and Internet
833,1215-VFYVK,Female,No,No,No,0,1,0,Mailed check,$48.25,$202.25,No,4.19,True,False,False,True,False,0,2021-03-21,$48.25,TRUE,Month-to-Month,No Phone Service,DSL,4,False,True,Internet
834,1216-BGTSP,Male,No,No,No,2,2,0,Credit card (automatic),$108.45,"$4,964.70",No,45.78,False,False,True,True,True,0,2017-10-03,$108.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,46,False,False,Phone and Internet
835,1216-JWVUX,Male,No,Yes,Yes,1,2,0,Electronic check,$75.50,"$1,901.05",No,25.18,False,False,True,True,True,3,2019-06-22,$75.50,TRUE,Month-to-Month,One Line,Fiber Optic,25,False,False,Phone and Internet
837,1218-VKFPE,Female,No,Yes,Yes,1,0,0,Mailed check,$19.00,$233.55,Yes,12.29,True,True,True,False,False,3,2020-07-18,$19.00,TRUE,Month-to-Month,One Line,No Internet Service,12,True,False,Phone
838,1219-NNDDO,Female,No,No,No,2,2,0,Electronic check,$76.85,$663.55,No,8.63,True,False,True,True,True,0,2020-11-06,$76.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,9,False,False,Phone and Internet
840,1222-KJNZD,Male,No,Yes,Yes,1,0,0,Bank transfer (automatic),$20.40,$745.30,No,36.53,False,False,True,False,False,3,2018-07-11,$20.40,TRUE,Month-to-Month,One Line,No Internet Service,37,True,False,Phone
841,1222-LRYKO,Male,No,No,Yes,2,0,0,Mailed check,$26.35,$184.05,No,6.98,False,False,True,False,False,2,2020-12-26,$26.35,TRUE,Month-to-Month,Two or More Lines,No Internet Service,7,True,False,Phone
843,1226-IENZN,Male,Yes,No,No,1,2,0,Electronic check,$78.75,"$1,218.25",No,15.47,False,False,True,True,True,0,2020-04-12,$78.75,TRUE,Month-to-Month,One Line,Fiber Optic,15,False,False,Phone and Internet
845,1226-UDFZR,Female,No,No,No,1,1,0,Mailed check,$49.60,$114.70,Yes,2.31,True,True,True,True,True,0,2021-05-17,$49.60,TRUE,Month-to-Month,One Line,DSL,2,False,False,Phone and Internet
847,1228-FZFRV,Male,No,Yes,Yes,2,2,0,Credit card (automatic),$105.95,"$5,341.80",Yes,50.42,False,True,True,True,True,3,2017-05-15,$105.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,50,False,False,Phone and Internet
848,1228-ZLNBX,Male,No,No,No,2,2,0,Mailed check,$75.30,"$1,570.70",No,20.86,False,False,True,True,True,0,2019-10-31,$75.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,21,False,False,Phone and Internet
850,1230-QAJDW,Male,No,No,No,2,1,0,Mailed check,$65.25,$209.90,No,3.22,False,False,True,True,True,0,2021-04-20,$65.25,TRUE,Month-to-Month,Two or More Lines,DSL,3,False,False,Phone and Internet
852,1236-WFCDV,Male,Yes,No,No,1,2,0,Credit card (automatic),$90.45,"$1,266.10",Yes,14.0,False,True,True,True,True,0,2020-05-27,$90.45,TRUE,Month-to-Month,One Line,Fiber Optic,14,False,False,Phone and Internet
853,1237-WIYYZ,Female,No,No,No,1,0,0,Mailed check,$19.55,$389.25,No,19.91,True,False,True,False,False,0,2019-11-29,$19.55,TRUE,Month-to-Month,One Line,No Internet Service,20,True,False,Phone
855,1240-KNSEZ,Male,No,No,No,1,0,0,Mailed check,$20.10,$20.10,Yes,1.0,False,True,True,False,False,0,2021-06-26,$20.10,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
859,1247-QBVSH,Female,No,Yes,Yes,1,1,0,Mailed check,$50.20,"$2,169.40",No,43.22,True,False,True,True,True,3,2017-12-20,$50.20,TRUE,Month-to-Month,One Line,DSL,43,False,False,Phone and Internet
861,1251-KRREG,Male,No,No,No,2,1,0,Mailed check,$54.40,$114.10,Yes,2.1,False,True,True,True,True,0,2021-05-24,$54.40,TRUE,Month-to-Month,Two or More Lines,DSL,2,False,False,Phone and Internet
862,1251-STYSZ,Female,Yes,No,No,2,2,0,Electronic check,$80.25,$303.70,No,3.78,True,False,True,True,True,0,2021-04-02,$80.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
863,1254-IZEYF,Female,Yes,No,No,2,2,0,Electronic check,$99.95,"$3,186.65",Yes,31.88,True,True,True,True,True,0,2018-11-30,$99.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,32,False,False,Phone and Internet
864,1257-SXUXQ,Male,No,Yes,Yes,1,0,0,Mailed check,$19.45,$86.05,No,4.42,False,False,True,False,False,3,2021-03-14,$19.45,TRUE,Month-to-Month,One Line,No Internet Service,4,True,False,Phone
866,1260-TTRXI,Male,No,No,No,1,1,0,Electronic check,$54.30,$195.30,Yes,3.6,False,True,True,True,True,0,2021-04-08,$54.30,TRUE,Month-to-Month,One Line,DSL,4,False,False,Phone and Internet
867,1261-FWTTE,Male,Yes,No,No,0,1,0,Bank transfer (automatic),$34.65,$768.45,No,22.18,False,False,False,True,False,0,2019-09-21,$34.65,TRUE,Month-to-Month,No Phone Service,DSL,22,False,True,Internet
868,1262-OPMFY,Female,No,Yes,No,1,2,0,Bank transfer (automatic),$75.75,$655.90,Yes,8.66,True,True,True,True,True,1,2020-11-05,$75.75,TRUE,Month-to-Month,One Line,Fiber Optic,9,False,False,Phone and Internet
869,1264-BYWMS,Male,No,No,No,2,2,0,Electronic check,$96.80,"$5,283.95",Yes,54.59,False,True,True,True,True,0,2017-01-08,$96.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,55,False,False,Phone and Internet
876,1268-ASBGA,Female,Yes,Yes,No,2,2,0,Credit card (automatic),$85.35,"$1,375.15",Yes,16.11,True,True,True,True,True,1,2020-03-23,$85.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,16,False,False,Phone and Internet
879,1271-SJBGZ,Male,Yes,No,No,0,1,0,Electronic check,$43.65,$526.95,Yes,12.07,False,True,False,True,False,0,2020-07-24,$43.65,TRUE,Month-to-Month,No Phone Service,DSL,12,False,True,Internet
882,1273-MTETI,Female,Yes,No,No,2,2,0,Electronic check,$88.85,$372.45,Yes,4.19,True,True,True,True,True,0,2021-03-21,$88.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
884,1285-OKIPP,Male,No,No,No,1,2,0,Electronic check,$79.90,$79.90,Yes,1.0,False,True,True,True,True,0,2021-06-26,$79.90,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
893,1302-UHBDD,Male,Yes,No,No,1,2,0,Electronic check,$89.95,"$1,648.45",No,18.33,False,False,True,True,True,0,2020-01-16,$89.95,TRUE,Month-to-Month,One Line,Fiber Optic,18,False,False,Phone and Internet
895,1304-BCCFO,Male,No,Yes,No,1,1,0,Mailed check,$70.05,$564.40,No,8.06,False,False,True,True,True,1,2020-11-23,$70.05,TRUE,Month-to-Month,One Line,DSL,8,False,False,Phone and Internet
896,1304-NECVQ,Female,Yes,No,No,2,2,0,Electronic check,$78.55,$149.55,Yes,1.9,True,True,True,True,True,0,2021-05-30,$78.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,2,False,False,Phone and Internet
899,1307-ATKGB,Male,No,No,No,1,2,0,Electronic check,$89.55,"$2,187.15",No,24.42,False,False,True,True,True,0,2019-07-15,$89.55,TRUE,Month-to-Month,One Line,Fiber Optic,24,False,False,Phone and Internet
900,1307-TVUFB,Male,Yes,No,No,2,2,0,Bank transfer (automatic),$79.35,"$3,344.10",No,42.14,False,False,True,True,True,0,2018-01-22,$79.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,42,False,False,Phone and Internet
